Id,CourseName,CategoryId,SubCategoryId,Duration,Campus,MaxBacklogsAllowed,AppFeeWaiverAvailable,ApplicationFee,TutionFee,ApplicationFeeAmt,WithoutEnglishProficiency,WithoutMaths,IsStemCourse,ScholarshipAvailable,InternshipAvailable,ScholarshipDeatil,UniversityId,universityName,universityCity,universityState,Currency,USNewsRanking,QSRanking,PteScore,PteNoSectionLessThan,IeltsOverall,IeltsNoBandLessThan,Remarks,TuitionFeeAUD,EntryRequirementTwelfthOutOf100,EntryRequirementTwelfthOutOf45,EntryRequirementTwelfthOutOf10,EntryRequirementTwelfthOutOf7,EntryRequirementTwelfthOutOf5,EntryRequirementTwelfthOutOf4,ToeflRequired,PteRequired,DisplayIntakes,CBSE_RequiredScore
36266,Bachelor of Fine Arts,3,20,36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Note: You may be required to submit a portfolio of recent artwork,32950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
84779,Bachelor of Fine Arts with Honours,3,20,12,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,32950,65,24,6,4.2,3,2.4,0,1,['Feb'],
222761,Bachelor of Geospatial Science,17,233,36,Hobart,0,0,0,AUD 42950/Year,0,0,0,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AUD ,281,314,50,50,6,5.5,"To be eligible for an offer for the Surveying major, you must have completed studies or have experience equivalent to a satisfactory achievement in the following Tasmanian Senior Secondary subject: - Mathematics Methods (MTM415117) , For more information, please visit the university website.",42950,65,29.25,6.5,4.55,3.25,2.6,0,1,['Feb'],
99938,Bachelor of Global Logistics and Maritime Management,4,205,36,Launceston(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,31950,65,24,6,4.2,3,2.4,0,0,"['Feb', 'Jul']",
117268,Bachelor of Health Science Honours,9,103,12,Launceston(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,30950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
84788,Bachelor of Information and Communication Technology,5,"33, 38",36,"Hobart (Tasmania), Launceston (Tasmania)",0,0,Not specified,AUD 41980/Year,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,"For more information, Please visit the university website",31950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
218600,Bachelor of Information and Communication Technology,5,38,36,Melbourne Study Centre,0,0,0,AUD 41980/Year,0,0,0,0,0,0,,1385,University of Tasmania ECA Melbourne,Not specified,Not specified,AUD ,281,314,50,50,6,5.5,"For more information, please visit the university website.",41980,60,27,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117237,Bachelor of Information and Communication Technology and Bachelor of Science,"17,5","33, 38",48,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,33950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117247,Bachelor of Information and Communication Technology and Bachelor of Science,"17,5",38,48,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,33950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
218599,Bachelor of Information and Communication Technology (Application and Web Development),5,"44,43",36,Melbourne Study Centre,0,0,0,AUD 41980/Year,0,0,0,0,0,0,,1385,University of Tasmania ECA Melbourne,Not specified,Not specified,AUD ,281,314,58,50,6.5,6,"For more information, please visit the university website.",41980,60,27,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
218601,Bachelor of Information and Communication Technology (Artificial Intelligence),5,"236,38",36,Melbourne Study Centre,0,0,0,AUD 41980/Year,0,0,0,0,0,0,,1385,University of Tasmania ECA Melbourne,Not specified,Not specified,AUD ,281,314,58,50,6.5,6,"For more information, please visit the university website.",41980,60,27,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117234,Bachelor of Information and Communication Technology- Catalyst Program,5,"33, 38",36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,31950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117235,Bachelor of Information and Communication Technology with Honours (1-year honours program),5,"33, 38",12,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,32950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
99937,Bachelor of Justice Studies,12,127,36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,31950,65,24,6,4.2,3,2.4,0,0,"['Feb', 'Jul']",
117283,Bachelor of Justice Studies Honours,12,127,36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,31950,65,24,6,4.2,3,2.4,0,0,"['Feb', 'Jul']",
36317,Bachelor of Laboratory Medicine,13,134,42,Launceston(Tasmania),0,0,Not specified,,0,0,0,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,58,6.5,6.5,"Prerequisites: Chemistry, Maths  Please check the website for additional entry requirements.",34950,75,24,6,4.2,3,2.4,0,1,['Feb'],
99936,Bachelor of Laws,12,129,36,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,50,6.5,6,Not specified,31950,65,24,6,4.2,3,2.4,0,0,['Feb'],
36313,Bachelor of Marine and Antarctic Science,7,74,36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,37950,75,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117249,Bachelor of Marine and Antarctic Science with Honours,7,74,12,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,37950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
84789,Bachelor of Marine and Antarctic Science with Honours (Specialisation),13,138,36,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,33950,75,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
145326,Bachelor of Maritime Engineering (Specialisation) (Honours),7,74,48,Launceston,0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,,281,314,50,42,6,5.5,Not specified,37250,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
36268,Bachelor of Media,11,125,36,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,31950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117264,Bachelor of Medical Research,9,103,36,Hobart(Tasmania),0,0,Not specified,,0,0,0,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,50,6.5,6,"Prerequisites: Chemistry, Maths & Biology  Please check the website for additional entry requirements.",32950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117265,Bachelor of Medical Research with Honours,9,103,12,Hobart(Tasmania),0,0,Not specified,,0,0,0,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,50,6.5,6,"Prerequisites: Chemistry, Maths & Biology  Please check the website for additional entry requirements.",32950,65,24,6,4.2,3,2.4,0,1,['Feb'],
203454,Bachelor of Medical Science and Doctor of Medicine,9,"1,03,258",60,"Hobart (Tasmania), Launceston (Tasmania)",0,0,0,,0,0,0,0,0,0,,195,University of Tasmania,Hobart,Tasmania,,281,314,65,65,7,7,Please note that this is an indicative fee only. Please visit the university website for more information.,91032,65,,6.5,,,,0,1,['Feb'],
117266,Bachelor of Medical Science with Honours,9,103,12,Hobart(Tasmania),0,0,Not specified,,0,0,0,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,50,6.5,6,"Prerequisites: Chemistry, Maths & Biology  Please check the website for additional entry requirements.",32950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
36267,Bachelor of Music,3,22,36,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,"Submit a CD, DVD or secure internet link of your repertoire in lieu of a live audition. ",32950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
36258,Bachelor of Natural Environment and Wilderness Studies,8,90,36,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,33950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117238,Bachelor of Natural Environment and Wilderness Studies - Catalyst Program,8,90,36,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,33950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117241,Bachelor of Natural Environment and Wilderness Studies with Honours (1-year honours program),8,90,12,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,33950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
99934,Bachelor of Nursing,9,105,36,Hobart(Tasmania),0,0,Not specified,AUD 40950/Year,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,66,66,7,7,Please visit the university website for more information.,40950,65,24,6,4.2,3,2.4,0,1,['Feb'],
117270,Bachelor of Nursing (Fast Track Hobart),9,105,24,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,0,0,7,7,Not specified,31950,65,24,6,4.2,3,2.4,0,0,['Feb'],
99935,Bachelor of Nursing (Fast Track Rozelle),9,105,24,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,0,0,7,7,Not specified,33950,65,24,6,4.2,3,2.4,0,0,['Feb'],
86711,Bachelor of Nutrition Science,"9,13","98,137",36,Launceston (Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,,281,314,58,50,6.5,6,"The following course-specific requirements must be met to be eligible to study this degree._x000D_
_x000D_
To be an eligible for an offer, you must have studied or have experience equivalent to a satisfactory achievement in the following Tasmanian Senior Secondary subjects:_x000D_
_x000D_
Mathematics General (MTG315115) or equivalent_x000D_
_x000D_
The following course-specific requirements must be met to be eligible to study this degree._x000D_
_x000D_
To be an eligible for an offer, you must have studied or have experience equivalent to a satisfactory achievement in the following Tasmanian Senior Secondary subjects:_x000D_
_x000D_
Mathematics General (MTG315115) or equivalent",38092,65,24,6,4.2,3,2.4,0,1,['Feb'],
36321,Bachelor of Pharmacy,9,108,48,Hobart(Tasmania),0,0,Not specified,,0,0,0,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,50,6.5,6,"Prerequisites: Chemistry, Maths & Biology  Please check the website for additional entry requirements.",34950,80,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
99933,Bachelor of Pharmacy with Applied Honours,9,108,48,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,50,6.5,6,Not specified,34950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117281,Bachelor of Pharmacy with Honours,9,108,12,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,50,6.5,6,Not specified,34950,65,24,6,4.2,3,2.4,0,1,['Feb'],
36323,Bachelor of Psychological Science,19,184,36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,50,6.5,6,Not specified,32950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
84791,Bachelor of Psychological Science and Bachelor of Laws,"9, 12, 19","201, 129, 184",60,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,58,50,6.5,6,Not specified,29450,65,24,6,4.2,3,2.4,0,1,['Feb'],
86710,Bachelor of Science,17,216,36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,,281,314,50,42,6,5.5,Not specified,33950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
99932,Bachelor of Science and Bachelor of Engineering (Honours),"17, 7","216, 56",48,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,35950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117246,Bachelor of Science and Bachelor of Engineering (Specialisation) with Honours in Engineering,"17,7",7,60,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,35950,65,24,6,4.2,3,2.4,0,1,['Feb'],
117245,Bachelor of Science and Bachelor of Laws,"17,12",216,60,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,31950,65,24,6,4.2,3,2.4,0,1,['Feb'],
117239,Bachelor of Science- Catalyst Program,17,216,36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,,281,314,50,42,6,5.5,Not specified,33950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117243,Bachelor of Science with Honours (1-year honours program),17,216,12,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,,281,314,50,42,6,5.5,Not specified,33950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
36269,Bachelor of Social Science,19,185,36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,31950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
84780,Bachelor of Social Science (Police Studies),19,185,36,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,31950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
36270,Bachelor of Social Work,20,189,48,"Hobart(Tasmania), Launceston(Tasmania)",0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,0,0,7,6.5,Not specified,31950,65,24,6,4.2,3,2.4,0,0,['Feb'],
36259,Bachelor of Surveying and Spatial Sciences,17,164,36,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,35950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
117242,Bachelor of Surveying and Spatial Sciences with Honours (1-year honours program),17,164,12,Hobart(Tasmania),0,0,Not specified,,0,0,1,0,0,0,,195,University of Tasmania,Hobart,Tasmania,AU$,281,314,50,42,6,5.5,Not specified,35950,65,24,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
185491,Bachelor of Accounting,4,"211,26",36,Sydney City,0,0,0,"AUD $35,868/Year",0,0,0,0,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,"Majors - Accounting in Context Enterprise Law Principles of Economics
For more information please visit the university website.",35868,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
185492,Bachelor of Business,4,"31,28,26",36,Sydney City,0,0,0,"AUD $35,868/Year",0,0,0,0,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,"Major - Accounting; Applied Finance; Management; Marketing; International Business;
For more information please visit the university website.",35868,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
185493,Bachelor of Communication,4,27,36,Sydney City,0,0,0,"AUD $34,776/ Year",0,0,0,0,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,"For more information, Please visit the university website.
Indian Higher Secondary School Certificate (State Boards) : Successful completion of Higher Secondary Certificate with a pass of 70% in best 4 core subjects  &  All India School Certificate (CBSE) : Successful completion of AISCE (CBSE) with an overall GPA of 60% in best 4 core subjects. IELTS (Academics) Overall 6.5 with no bands below 6.0",34776,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
185494,Bachelor of Engineering (Honours),7,"61,63,64,75,76",48,Sydney City,0,0,0,"AUD $40,916/Year",0,0,0,1,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,For more information please visit the university website.,40916,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
185495,Bachelor of Engineering (Honours) (Civil Engineering),7,61,48,Sydney City,0,0,0,"AUD $40,916/Year",0,0,0,1,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,"CBSE - 65%, State Board - 70% in top 4 academics, Not accepting Punjab, Haryana State Boards & ISC 60% in best 4 core subjects	",40916,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
185496,Bachelor of Engineering (Honours) (Electrical Engineering),7,64,48,Sydney City,0,0,0,"AUD $40,916/Year",0,0,0,1,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,Indian Higher Secondary School Certificate (State Boards) : Successful completion of Higher Secondary Certificate with a pass of 70% in best 4 core subjects  &  All India School Certificate (CBSE) : Successful completion of AISCE (CBSE) with an overall GPA of 60% in best 4 core subjects. IELTS (Academics) Overall 6.5 with no bands below 6.0,40916,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
185497,Bachelor of Engineering (Honours) (Mechanical Engineering),7,76,48,Sydney City,0,0,0,"AUD $40,916/Year",0,0,0,1,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,"CBSE - 65%, State Board - 70% in top 4 academics, Not accepting Punjab, Haryana State Boards & ISC 60% in best 4 core subjects	",40916,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
185498,Bachelor of Engineering Science,7,67,36,Sydney City,0,0,0,"AUD $40,916/Year",0,0,0,1,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,For more information please visit the university website.,40916,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
176763,Bachelor of Health Science,9,200,36,Sydney,0,0,0,"AUD $34,776/ Year",0,0,0,0,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,"Majors - Health Promotion; Health Services Management; Public Health; Therapeutic Recreation and Clinical Sciences.
For more information please visit the university website.",34776,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar']",
186638,Bachelor of Information and Communications Technology (ICT),5,"238,32,33,38",36,Sydney City,0,0,0,"AUD $38,237/Year",0,0,0,0,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,"Assumed knowledge required: HSC Mathematics and any two units of HSC English
For more information please visit the university website.

",38237,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Oct']",
185499,Bachelor of Information Systems,5,38,36,Sydney City,0,0,0,"AUD $38,237/Year",0,0,0,1,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,For more information please visit the university website.,38237,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
185500,Bachelor of Social Science,19,"22,42,62,185",36,Sydney City,0,0,0,"AUD $32,500/Year",0,0,0,0,0,0,,221,"Western Sydney University, Sydney City (Navitas)",Sydney,New South Wales,AU$,265,400,58,50,6.5,6,For more information please visit the university website.,32500,60,27,6,4.2,3,2.4,0,1,"['Jul', 'Mar', 'Nov']",
101685,Bachelor of Accounting,4,26,36,Bedford Park (Adelaide),10,0,Not specified,AUD 39000/Year,0,0,1,0,0,0,https://www.flinders.edu.au/international/apply/scholarships,573,Flinders University,Adelaide,South Australia,AU$,434,387,50,50,6,6,"Sponsors and income – • Parents as primary sponsors with minimum combined income ≥ INR 12 Lakhs; maximum 3 sponsors allowed; applications from Punjab, Haryana, and Gujarat not accepted. • 2-3 years ITRs including latest year with computation sheets mandatory; ITR or Form 16 should not be recently filed; if income ≥ INR 20 Lakhs, ITRs plus 1-year bank statement along with Financial Matrix sufficient.
Proof of income and funds – • Funds assessed at GS stage and submitted via Study Link in prescribed Financial Matrix format; KC treated as Low Risk with Financial Matrix, ITRs with computation sheets, and 1-year statement. • Strong documentation required for salaried sponsors (Form 16 and salary proofs), business sponsors (GST, business proof, current account statement; MSME or UDYAM not accepted), and agriculturist sponsors (agricultural income certificate, land ownership proof, crop sale documents; entire agricultural or dairy income not fully accepted). • Minimum 6 months old savings mandatory; accepted funds include savings account, FDR aligned with income profile, education loan with collateral and valuation, PPF, EPF, GPF; unsecured loans and secured Credila loans accepted with 100 percent disbursement into nationalised bank. • In loan cases, INR 10 to 12 Lakhs savings required; minimum INR 12 Lakhs savings mandatory if education loan availed; stamped financial documents required; scholarship amount deductible; GS TAT 7 to 10 days. 
Genuineness checks - • Video interview conducted by university on case-to-case basis. • SOP and GS Questionnaire through Flinders GS form; financial documents verified via email; no separate questionnaire link sent to student.
Sponsors and income – • Parents as primary sponsors with minimum combined income ≥ INR 12 Lakhs; maximum 3 sponsors allowed; applications from Punjab, Haryana, and Gujarat not accepted. • 2-3 years ITRs including latest year with computation sheets mandatory; ITR or Form 16 should not be recently filed; if income ≥ INR 20 Lakhs, ITRs plus 1-year bank statement along with Financial Matrix sufficient.
Proof of income and funds – • Funds assessed at GS stage and submitted via Study Link in prescribed Financial Matrix format; KC treated as Low Risk with Financial Matrix, ITRs with computation sheets, and 1-year statement. • Strong documentation required for salaried sponsors (Form 16 and salary proofs), business sponsors (GST, business proof, current account statement; MSME or UDYAM not accepted), and agriculturist sponsors (agricultural income certificate, land ownership proof, crop sale documents; entire agricultural or dairy income not fully accepted). • Minimum 6 months old savings mandatory; accepted funds include savings account, FDR aligned with income profile, education loan with collateral and valuation, PPF, EPF, GPF; unsecured loans and secured Credila loans accepted with 100 percent disbursement into nationalised bank. • In loan cases, INR 10 to 12 Lakhs savings required; minimum INR 12 Lakhs savings mandatory if education loan availed; stamped financial documents required; scholarship amount deductible; GS TAT 7 to 10 days. 
Genuineness checks - • Video interview conducted by university on case-to-case basis. • SOP and GS Questionnaire through Flinders GS form; financial documents verified via email; no separate questionnaire link sent to student.
8 Backlog accepted for 3 Year course and 12 for a 4 year course.
For more course related information, please visit the university website.
For more course related information, please visit the university website.",39000,65,24,6.5,4.55,3.25,2.6,0,1,"['Jul', 'Mar']",
39036,Bachelor of Archaeology,19,177,36,Bedford Park (Adelaide),10,0,Not specified,AUD 35500/Year,0,0,1,0,0,0,https://www.flinders.edu.au/international/apply/scholarships,573,Flinders University,Adelaide,South Australia,AU$,434,387,50,50,6,6,"Sponsors and income – • Parents as primary sponsors with minimum combined income ≥ INR 12 Lakhs; maximum 3 sponsors allowed; applications from Punjab, Haryana, and Gujarat not accepted. • 2-3 years ITRs including latest year with computation sheets mandatory; ITR or Form 16 should not be recently filed; if income ≥ INR 20 Lakhs, ITRs plus 1-year bank statement along with Financial Matrix sufficient.
Proof of income and funds – • Funds assessed at GS stage and submitted via Study Link in prescribed Financial Matrix format; KC treated as Low Risk with Financial Matrix, ITRs with computation sheets, and 1-year statement. • Strong documentation required for salaried sponsors (Form 16 and salary proofs), business sponsors (GST, business proof, current account statement; MSME or UDYAM not accepted), and agriculturist sponsors (agricultural income certificate, land ownership proof, crop sale documents; entire agricultural or dairy income not fully accepted). • Minimum 6 months old savings mandatory; accepted funds include savings account, FDR aligned with income profile, education loan with collateral and valuation, PPF, EPF, GPF; unsecured loans and secured Credila loans accepted with 100 percent disbursement into nationalised bank. • In loan cases, INR 10 to 12 Lakhs savings required; minimum INR 12 Lakhs savings mandatory if education loan availed; stamped financial documents required; scholarship amount deductible; GS TAT 7 to 10 days. 
Genuineness checks - • Video interview conducted by university on case-to-case basis. • SOP and GS Questionnaire through Flinders GS form; financial documents verified via email; no separate questionnaire link sent to student.
Sponsors and income – • Parents as primary sponsors with minimum combined income ≥ INR 12 Lakhs; maximum 3 sponsors allowed; applications from Punjab, Haryana, and Gujarat not accepted. • 2-3 years ITRs including latest year with computation sheets mandatory; ITR or Form 16 should not be recently filed; if income ≥ INR 20 Lakhs, ITRs plus 1-year bank statement along with Financial Matrix sufficient.
Proof of income and funds – • Funds assessed at GS stage and submitted via Study Link in prescribed Financial Matrix format; KC treated as Low Risk with Financial Matrix, ITRs with computation sheets, and 1-year statement. • Strong documentation required for salaried sponsors (Form 16 and salary proofs), business sponsors (GST, business proof, current account statement; MSME or UDYAM not accepted), and agriculturist sponsors (agricultural income certificate, land ownership proof, crop sale documents; entire agricultural or dairy income not fully accepted). • Minimum 6 months old savings mandatory; accepted funds include savings account, FDR aligned with income profile, education loan with collateral and valuation, PPF, EPF, GPF; unsecured loans and secured Credila loans accepted with 100 percent disbursement into nationalised bank. • In loan cases, INR 10 to 12 Lakhs savings required; minimum INR 12 Lakhs savings mandatory if education loan availed; stamped financial documents required; scholarship amount deductible; GS TAT 7 to 10 days. 
Genuineness checks - • Video interview conducted by university on case-to-case basis. • SOP and GS Questionnaire through Flinders GS form; financial documents verified via email; no separate questionnaire link sent to student.
8 Backlog accepted for 3 Year course and 12 for a 4 year course.
For more course related information, please visit the university website.
For more course related information, please visit the university website.",35500,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
